Issue Type,Issue key,Issue id,Summary,Assignee,Assignee Id,Status,Created,Custom field (Start Quantity),Custom field (Rejected Quantity),Custom field (Conclusion),Custom field (Sheet Numbers),Custom field (Rejected Sensors),Time Spent
QAG - Wearable Line - Outer Layer,QAG-454,34944,LN-R00176,Jack Grattidge,712020:d76c870f-1554-4a60-ad97-2bd47949b182,Disposition,15/Dec/25 12:29 PM,34.0,1.0,"1 sensor was flagged at Pre-OL for Fibre. This was removed before the dip, remaining 33 sensors all passed and will progress to V3 assembly. 
Undipped sensors were mistakenly progressed on Steel Mountain into this Dipping lot. I will submit a ticket to Mikayla to have the 12 none dipped sensors removed from the lot and Bypassed OL. ",Z31M-577,None,
QAG - Wearable Line - Final Inspection,QAG-453,34928,LN-AX00198,Grace Chappell Facuse,712020:5316c26f-e0cc-4781-9709-8feff95c3e02,Approvals,15/Dec/25 9:10 AM,12.0,2.0,"The lot report contains 20 units, however, only 12 were in-vitro tested. From those 12 units that were in-vitro tested, only 10 passed Final Inspection.","Z32A-550

Z32A-551","||*Sensor ID*||*Failure Mode*||
|Z32A-550-A8|Bent Needle|
|Z32A-551-A7|Bent Needle|",
QAG - Wearable Line - Dispense,QAG-451,34858,LN-Q00183,Grace Chappell Facuse,712020:5316c26f-e0cc-4781-9709-8feff95c3e02,Approvals,11/Dec/25 11:37 AM,100.0,34.0,"!image-20251211-121505.png|width=801,alt=""image-20251211-121505.png""!

After first review, 34 sensors have failed mostly for fibres and then for process specific failures. 

3 Sensors have been flagged for SME review. ","Z32A-561

Z32A-564

Z32A-560

Z32A-562","||*Sheet ID*||*Sensor ID*||*Failure Mode*||
|Z32A-560|Z32A-560-B2|Other (Poor Dispense)|
| |Z32A-560-B8|Coffee Rings|
| |Z32A-560-C5|Measurement Error|
| |Z32A-560-C8|Other (Poor Dispense)|
| |Z32A-560-D7|Fibre|
| |Z32A-560-D8|Bent Sheet|
| |Z32A-560-E7|Non-centralized Spots|
| |Z32A-560-E8|Bent Sheet|
| |Z32A-560-F8|Bent Sheet|
|Z32A-561|Z32A-561-A1|Fibre|
| |Z32A-561-A6|Background Measurement Interference|
| |Z32A-561-B2|Fibre|
| |Z32A-561-B3|Fibre|
| |Z32A-561-C1|Measurement Error|
| |Z32A-561-C2|Measurement Error|
| |Z32A-561-C4|Fibre|
| |Z32A-561-D7|Fibre|
| |Z32A-561-D8|Fibre|
| |Z32A-561-E5|Fibre|
| |Z32A-561-E8|Non-centralized Spots|
|Z32A-562|Z32A-562-A7|Measurement Error|
| |Z32A-562-B2|Bent Sheet|
| |Z32A-562-E8|Non-centralized Spots|
|Z32A-564|Z32A-564-A1|Other (Poor Dispense)|
| |Z32A-564-A7|Measurement Error|
| |Z32A-564-B7|Fibre|
| |Z32A-564-C1|Other (Poor Dispense)|
| |Z32A-564-C2|Other (Poor Dispense)|
| |Z32A-564-E8|No Osmium Dispensed|
| |Z32A-564-A5|Bent Sheet|
| |Z32A-564-A6|Bent Sheet|

SME Input required

|Z32A-560-C1|SME Review|
|Z32A-562-A5|SME Review|
|Z32A-564-B1|SME Review|",
QAG - Wearable Line - In Vitro,QAG-449,34814,LN-AX00198,Grace Chappell Facuse,712020:5316c26f-e0cc-4781-9709-8feff95c3e02,Release,10/Dec/25 4:38 PM,20.0,8.0,"12 sensors were passed In Vitro, 8 units failed","Z32A-551

Z32A-550","||*OL Lot*||*In Vitro Lot*||*Sensor ID*||
|LN-R00175|LN-AX00198|Z32A-550-A7|
|LN-R00175|LN-AX00198|Z32A-550-B4|
|LN-R00175|LN-AX00198|Z32A-550-B6|
|LN-R00175|LN-AX00198|Z32A-550-D5|
|LN-R00175|LN-AX00198|Z32A-550-D7|
|LN-R00175|LN-AX00198|Z32A-551-A6|
|LN-R00175|LN-AX00198|Z32A-551-C5|
|LN-R00175|LN-AX00198|Z32A-551-D1|",
QAG - Wearable Line - QA Release,QAG-448,34748,LN-D00049,Grace Chappell Facuse,712020:5316c26f-e0cc-4781-9709-8feff95c3e02,In Progress,09/Dec/25 12:06 PM,4.0,,"Make up quantity for external insertion units. Keeping in mind that sensor Z31U-492-F3 has no Final Inspection Images, yet post adhesive is present and the sensor looks okay. All sensor reports have been signed","Z31U-487

Z31U-488

Z31U-492",,
QAG - Wearable Line - Screen Print,QAG-447,34681,LN-P00178,Grace Chappell Facuse,712020:5316c26f-e0cc-4781-9709-8feff95c3e02,Disposition,08/Dec/25 1:04 PM,480.0,220.0,"220 Sensors were failed for:

* 3 Bent Needles
* 4 Bent Sheets
* 2 Bent Tabs 
* 11 Blurry Images due to Bent Sheets
* 1 Excessive Ink or Lump
* 44 Fibres
* 9 Height
* 6 Measurement Error
* 1 Missing Image
* 11 No Measurements
* 3 Removed Sensors
* 121 Print Incomplete
* 6 Flagged for SME review","Z32A-561

Z32A-563

Z32A-558

Z32A-560

Z32A-556

Z32A-557

Z32A-562

Z32A-565

Z32A-564

Z32A-559","||*Sensor ID*||*Failure Mode*||
|Z32A-556-E8|Bent Needle |
|Z32A-558-A4|Bent Needle |
|Z32A-558-C8|Bent Needle |
|Z32A-559-A4|Bent Sheet |
|Z32A-559-A6|Bent Sheet |
|Z32A-563-E8|Bent Sheet |
|Z32A-565-A8|Bent Sheet |
|Z32A-562-A8|Bent Tab |
|Z32A-562-B8|Bent Tab |
|Z32A-557-E8|Blurry Images - Bent Sheet|
|Z32A-558-A7|Blurry Images - Bent Sheet|
|Z32A-559-F7|Blurry Images - Bent Sheet|
|Z32A-561-C3|Blurry Images - Bent Sheet|
|Z32A-561-E6|Blurry Images - Bent Sheet|
|Z32A-561-F6|Blurry Images - Bent Sheet|
|Z32A-561-F7|Blurry Images - Bent Sheet|
|Z32A-561-F8|Blurry Images - Bent Sheet|
|Z32A-563-B2|Blurry Images - Bent Sheet|
|Z32A-556-D8|Blurry Images - Bent Sheet|
|Z32A-556-F8|Blurry Images - Bent Sheet|
|Z32A-560-C4|Excessive Ink or Lumps|
|Z32A-556-A8|Fibre|
|Z32A-556-B2|Fibre|
|Z32A-556-B6|Fibre|
|Z32A-556-B8|Fibre|
|Z32A-557-A7|Fibre|
|Z32A-557-A8|Fibre|
|Z32A-557-C2|Fibre|
|Z32A-557-C5|Fibre|
|Z32A-557-C8|Fibre|
|Z32A-558-A6|Fibre|
|Z32A-558-D8|Fibre|
|Z32A-559-A7|Fibre|
|Z32A-559-B6|Fibre|
|Z32A-560-A7|Fibre|
|Z32A-560-A8|Fibre|
|Z32A-560-B1|Fibre|
|Z32A-560-D5|Fibre|
|Z32A-560-D6|Fibre|
|Z32A-560-F6|Fibre|
|Z32A-561-A5|Fibre|
|Z32A-561-B6|Fibre|
|Z32A-561-E4|Fibre|
|Z32A-562-A1|Fibre|
|Z32A-562-A4|Fibre|
|Z32A-562-B1|Fibre|
|Z32A-562-C1|Fibre|
|Z32A-562-C2|Fibre|
|Z32A-562-C3|Fibre|
|Z32A-562-C7|Fibre|
|Z32A-562-D4|Fibre|
|Z32A-562-D7|Fibre|
|Z32A-562-E6|Fibre|
|Z32A-562-F5|Fibre|
|Z32A-562-F8|Fibre|
|Z32A-563-A6|Fibre|
|Z32A-563-B5|Fibre|
|Z32A-563-B8|Fibre|
|Z32A-564-B5|Fibre|
|Z32A-564-D5|Fibre|
|Z32A-564-D8|Fibre|
|Z32A-565-C4|Fibre|
|Z32A-565-D6|Fibre|
|Z32A-565-E6|Fibre|
|Z32A-565-F6|Fibre|
|Z32A-557-D7|Height |
|Z32A-559-A5|Height |
|Z32A-560-A1|Height |
|Z32A-560-A4|Height |
|Z32A-561-A2|Height |
|Z32A-563-A5|Height |
|Z32A-564-A3|Height |
|Z32A-564-B4|Height |
|Z32A-565-C3|Height |
|Z32A-556-F7|Measurement Error|
|Z32A-558-A8|Measurement Error|
|Z32A-559-B7|Measurement Error|
|Z32A-562-D8|Measurement Error|
|Z32A-564-B2|Measurement Error|
|Z32A-565-C2|Measurement Error|
|Z32A-564-A2|Missing Images|
|Z32A-556-A1|No Measurements|
|Z32A-557-C6|No Measurements|
|Z32A-557-D8|No Measurements|
|Z32A-558-B2|No Measurements|
|Z32A-558-C6|No Measurements|
|Z32A-559-C1|No Measurements|
|Z32A-561-C8|No Measurements|
|Z32A-561-F5|No Measurements|
|Z32A-563-B1|No Measurements|
|Z32A-564-E6|No Measurements|
|Z32A-565-B6|No Measurements|
|Z32A-557-B8|Removed Sensor|
|Z32A-561-E7|Removed Sensor|
|Z32A-563-A1|Removed Sensor|
|Z32A-556-C1|Print Incomplete or Missing|
|Z32A-556-D1|Print Incomplete or Missing|
|Z32A-556-D3|Print Incomplete or Missing|
|Z32A-556-D4|Print Incomplete or Missing|
|Z32A-556-E1|Print Incomplete or Missing|
|Z32A-556-E2|Print Incomplete or Missing|
|Z32A-556-E3|Print Incomplete or Missing|
|Z32A-556-E4|Print Incomplete or Missing|
|Z32A-556-F1|Print Incomplete or Missing|
|Z32A-556-F2|Print Incomplete or Missing|
|Z32A-556-F3|Print Incomplete or Missing|
|Z32A-556-F4|Print Incomplete or Missing|
|Z32A-557-D1|Print Incomplete or Missing|
|Z32A-557-D2|Print Incomplete or Missing|
|Z32A-557-D3|Print Incomplete or Missing|
|Z32A-557-D4|Print Incomplete or Missing|
|Z32A-557-E1|Print Incomplete or Missing|
|Z32A-557-E2|Print Incomplete or Missing|
|Z32A-557-E3|Print Incomplete or Missing|
|Z32A-557-E4|Print Incomplete or Missing|
|Z32A-557-F1|Print Incomplete or Missing|
|Z32A-557-F2|Print Incomplete or Missing|
|Z32A-557-F3|Print Incomplete or Missing|
|Z32A-557-F4|Print Incomplete or Missing|
|Z32A-558-D1|Print Incomplete or Missing|
|Z32A-558-D2|Print Incomplete or Missing|
|Z32A-558-D3|Print Incomplete or Missing|
|Z32A-558-D4|Print Incomplete or Missing|
|Z32A-558-E1|Print Incomplete or Missing|
|Z32A-558-E2|Print Incomplete or Missing|
|Z32A-558-E3|Print Incomplete or Missing|
|Z32A-558-E4|Print Incomplete or Missing|
|Z32A-558-F1|Print Incomplete or Missing|
|Z32A-558-F2|Print Incomplete or Missing|
|Z32A-558-F3|Print Incomplete or Missing|
|Z32A-558-F4|Print Incomplete or Missing|
|Z32A-559-B1|Print Incomplete or Missing|
|Z32A-559-D3|Print Incomplete or Missing|
|Z32A-559-D4|Print Incomplete or Missing|
|Z32A-559-E1|Print Incomplete or Missing|
|Z32A-559-E2|Print Incomplete or Missing|
|Z32A-559-E3|Print Incomplete or Missing|
|Z32A-559-F1|Print Incomplete or Missing|
|Z32A-559-F2|Print Incomplete or Missing|
|Z32A-559-F3|Print Incomplete or Missing|
|Z32A-560-D1|Print Incomplete or Missing|
|Z32A-560-D2|Print Incomplete or Missing|
|Z32A-560-D3|Print Incomplete or Missing|
|Z32A-560-D4|Print Incomplete or Missing|
|Z32A-560-E1|Print Incomplete or Missing|
|Z32A-560-E2|Print Incomplete or Missing|
|Z32A-560-E3|Print Incomplete or Missing|
|Z32A-560-E4|Print Incomplete or Missing|
|Z32A-560-E5|Print Incomplete or Missing|
|Z32A-560-F1|Print Incomplete or Missing|
|Z32A-560-F2|Print Incomplete or Missing|
|Z32A-560-F3|Print Incomplete or Missing|
|Z32A-560-F4|Print Incomplete or Missing|
|Z32A-560-F5|Print Incomplete or Missing|
|Z32A-561-D1|Print Incomplete or Missing|
|Z32A-561-D2|Print Incomplete or Missing|
|Z32A-561-D3|Print Incomplete or Missing|
|Z32A-561-D4|Print Incomplete or Missing|
|Z32A-561-E1|Print Incomplete or Missing|
|Z32A-561-E2|Print Incomplete or Missing|
|Z32A-561-E3|Print Incomplete or Missing|
|Z32A-561-F1|Print Incomplete or Missing|
|Z32A-561-F2|Print Incomplete or Missing|
|Z32A-561-F3|Print Incomplete or Missing|
|Z32A-561-F4|Print Incomplete or Missing|
|Z32A-562-C4|Print Incomplete or Missing|
|Z32A-562-D1|Print Incomplete or Missing|
|Z32A-562-D3|Print Incomplete or Missing|
|Z32A-562-E1|Print Incomplete or Missing|
|Z32A-562-E2|Print Incomplete or Missing|
|Z32A-562-E3|Print Incomplete or Missing|
|Z32A-562-E4|Print Incomplete or Missing|
|Z32A-562-F1|Print Incomplete or Missing|
|Z32A-562-F2|Print Incomplete or Missing|
|Z32A-562-F3|Print Incomplete or Missing|
|Z32A-562-F4|Print Incomplete or Missing|
|Z32A-563-C1|Print Incomplete or Missing|
|Z32A-563-C2|Print Incomplete or Missing|
|Z32A-563-C3|Print Incomplete or Missing|
|Z32A-563-C4|Print Incomplete or Missing|
|Z32A-563-D1|Print Incomplete or Missing|
|Z32A-563-D2|Print Incomplete or Missing|
|Z32A-563-D3|Print Incomplete or Missing|
|Z32A-563-D4|Print Incomplete or Missing|
|Z32A-563-E1|Print Incomplete or Missing|
|Z32A-563-E2|Print Incomplete or Missing|
|Z32A-563-E3|Print Incomplete or Missing|
|Z32A-563-E4|Print Incomplete or Missing|
|Z32A-563-F1|Print Incomplete or Missing|
|Z32A-563-F2|Print Incomplete or Missing|
|Z32A-563-F3|Print Incomplete or Missing|
|Z32A-563-F4|Print Incomplete or Missing|
|Z32A-564-D3|Print Incomplete or Missing|
|Z32A-564-D4|Print Incomplete or Missing|
|Z32A-564-E1|Print Incomplete or Missing|
|Z32A-564-E2|Print Incomplete or Missing|
|Z32A-564-E3|Print Incomplete or Missing|
|Z32A-564-E4|Print Incomplete or Missing|
|Z32A-564-E5|Print Incomplete or Missing|
|Z32A-564-F2|Print Incomplete or Missing|
|Z32A-564-F3|Print Incomplete or Missing|
|Z32A-564-F5|Print Incomplete or Missing|
|Z32A-565-D1|Print Incomplete or Missing|
|Z32A-565-D2|Print Incomplete or Missing|
|Z32A-565-D3|Print Incomplete or Missing|
|Z32A-565-D4|Print Incomplete or Missing|
|Z32A-565-E1|Print Incomplete or Missing|
|Z32A-565-E2|Print Incomplete or Missing|
|Z32A-565-E3|Print Incomplete or Missing|
|Z32A-565-E4|Print Incomplete or Missing|
|Z32A-565-E5|Print Incomplete or Missing|
|Z32A-565-F1|Print Incomplete or Missing|
|Z32A-565-F2|Print Incomplete or Missing|
|Z32A-565-F3|Print Incomplete or Missing|
|Z32A-565-F4|Print Incomplete or Missing|
|Z32A-565-F5|Print Incomplete or Missing|
|Z32A-557-A2|SME Review|
|Z32A-560-A5|SME Review|
|Z32A-563-A7|SME Review|
|Z32A-564-B8|SME Review|
|Z32A-558-B6|SME Review|
|Z32A-559-B8|SME Review|",
QAG - Wearable Line - Outer Layer,QAG-446,34485,LN-R00175,Grace Chappell Facuse,712020:5316c26f-e0cc-4781-9709-8feff95c3e02,Disposition,05/Dec/25 3:55 PM,130.0,35.0,"32 Fails after initial quality review. Awaiting SME review. 

!image-20251210-101813.png|width=781,alt=""image-20251210-101813.png""!

* 1 Bent Needle
* 6 Fibre Fails
* 15 Mean WE Thickness exceeding 30 microns
* 7 sensors removed in Pre OL
* 3 sensors with wrong measurements



98 Sensors will advance to the next manufacturing step if no changes are suggested by SME","Z32A-534

Z32A-537

Z32A-550

Z32A-552

Z32A-514

Z32A-551","||*Sheet ID*||*Sensor ID*||*Failure Mode*||
|Z32A-514|Z32A-514-C3|Sensor Removed|
| |Z32A-514-C4|Sensor Removed|
| |Z32A-514-D2|Mean WE Thickness|
| |Z32A-514-F3|Fibre|
| |Z32A-514-F5|Sensor Removed|
| |Z32A-514-F6|Sensor Removed|
|Z32A-534|Z32A-534-A1|Mean WE Thickness|
| |Z32A-534-A2|Mean WE Thickness|
| |Z32A-534-A5|Fibre|
| |Z32A-534-B1|Wrong Measurements|
| |Z32A-534-C8|Mean WE Thickness|
| |Z32A-534-D1|Wrong Measurements|
| |Z32A-534-D2|Mean WE Thickness|
| |Z32A-534-D3|Mean WE Thickness|
| |Z32A-534-F1|Bent Needle|
|Z32A-537|Z32A-537-D3|RUS score under 0.3|
| |Z32A-537-D5|Sensor Removed|
|Z32A-550|Z32A-550-A3|Sensor Removed|
| |Z32A-550-A8|Mean WE Thickness|
| |Z32A-550-B1|Wrong Measurements|
| |Z32A-550-B3|Mean WE Thickness|
| |Z32A-550-B4|Mean WE Thickness|
| |Z32A-550-C4|Fibre|
| |Z32A-550-D2|RUS Score under 0.3|
|Z32A-552|Z32A-552-A3|Mean WE Thickness|
| |Z32A-552-B2|Sensor Removed|
| |Z32A-552-B3|Mean WE Thickness|
| |Z32A-552-B4|Mean WE Thickness|
| |Z32A-552-B5|Mean WE Thickness|
| |Z32A-552-C2|Fibre|
| |Z32A-552-C4|Fibre|
| |Z32A-552-D3|Mean WE Thickness|
| |Z32A-552-D7|Mean WE Thickness|
| |Z32A-552-E8|Fibre|
| |Z32A-552-F7|Sensor Removed|",
QAG - Wearable Line - Dispense,QAG-445,34475,LN-Q00178,Grace Chappell Facuse,712020:5316c26f-e0cc-4781-9709-8feff95c3e02,Disposition,05/Dec/25 11:20 AM,23.0,10.0,"Before SME review there are 10 fails in this lot. 

* 1 coffee ring
* 1 faint spot
* 1 lump
* 7 No osmium dispensed

Waiting SME review, 13 sensors will proceed to the next manufacturing step",Z32A-537,"||*Sensor ID*||*Failure Mode*||
|Z32A-537-C1|No Osmium Dispensed|
|Z32A-537-C2|No Osmium Dispensed|
|Z32A-537-C4|No Osmium Dispensed|
|Z32A-537-C5|No Osmium Dispensed|
|Z32A-537-C6|No Osmium Dispensed|
|Z32A-537-C7|No Osmium Dispensed|
|Z32A-537-C8|No Osmium Dispensed|
|Z32A-537-D8|Lumps|
|Z32A-537-E4|Coffee Rings|
|Z32A-537-E8|Faint Spots|",
QAG - Wearable Line - Dispense,QAG-444,34472,LN-Q00181,Grace Chappell Facuse,712020:5316c26f-e0cc-4781-9709-8feff95c3e02,Disposition,05/Dec/25 10:16 AM,69.0,35.0,"This lot has 69 sensors, 39 have failed mostly due to dispense specific failures. 

Failure Modes: 

* 4 Blurry Images
* 4 Coffee Rings
* 19 Dispense Surface Area
* 9 Fibres/ Lumps
* 1 No osmium dispensed
* 2 Poor dispense

Waiting SME review, only 30 sensors would pass

Due to the low yield, we will be progressing all sensors except 9 Sensors Fibres/Lumps and 1 with No Osmium. 
This will increase approved sensors from 30 - 59. I have captured the sensors flagged for issues in a separate table in accepted list so we can maintain traceability 



{{2025-12-08}} SME review has been finalized and the correct number of sensors to fail is 35. Meaning that only 34 sensors can be passed for assembly after the OL dip. Refer to the accepted tab for the official list","Z32A-514,

Z32A-552","||*Sheet ID*||*Sensor ID*||*Failure Mode*||
|Z32A-514|Z32A-514-A7|Dispense Surface Area|
| |Z32A-514-A8|No Osmium Dispensed|
| |Z32A-514-B2|Fibre|
| |Z32A-514-B8|Poor Dispense|
| |Z32A-514-C5|SME Fail|
| |Z32A-514-D1|Poor Dispense|
| |Z32A-514-D5|Fibre|
| |Z32A-514-D7|Fibre|
| |Z32A-514-D8|Fibre|
| |Z32A-514-E2|Lumps|
| |Z32A-514-E7|Dispense Surface Area|
| |Z32A-514-E8|Lumps|
| |Z32A-514-F5|Blurry Imaging|
|Z32A-552|Z32A-552-A1|Dispense Surface Area|
| |Z32A-552-A3|Dispense Surface Area|
| |Z32A-552-A7|Dispense Surface Area|
| |Z32A-552-A8|Fibre|
| |Z32A-552-B2|Blurry Imaging|
| |Z32A-552-B3|Dispense Surface Area|
| |Z32A-552-B4|Dispense Surface Area|
| |Z32A-552-B8|Dispense Surface Area|
| |Z32A-552-C1|Dispense Surface Area|
| |Z32A-552-C4|Dispense Surface Area|
| |Z32A-552-C8|Dispense Surface Area|
| |Z32A-552-D2|Coffee Rings|
| |Z32A-552-D3|Dispense Surface Area|
| |Z32A-552-D5|Coffee Rings|
| |Z32A-552-D7|Dispense Surface Area|
| |Z32A-552-D8|Dispense Surface Area|
| |Z32A-552-E4|SME Fail|
| |Z32A-552-E6|Fibre|
| |Z32A-552-E7|Dispense Surface Area|
| |Z32A-552-E8|Dispense Surface Area|
| |Z32A-552-F2|Blurry Imaging|
| |Z32A-552-F7|Dispense Surface Area|",
QAG - Wearable Line - Dispense,QAG-443,34425,LN-Q00180,Grace Chappell Facuse,712020:5316c26f-e0cc-4781-9709-8feff95c3e02,Release,04/Dec/25 3:12 PM,68.0,44.0,"This lot is going to be used for clinical, therefore the QC applied was up to clinical standards. If any deviation is required, please comment. 

{{2025-12-04}} This lot contains 68 sensors, 40 have failed the clinical standards. 

Dispense Failures: 

* 1 merging spot
* 2 Coffee rings
* 1 no osmium dispensed
* 1 Non-centralized spot
* 9 Poor dispense
* 5 spots on dielectric

Visual Contamination Failures: 

* 2 Lumps
* 8 Fibres

Imaging System Failures

* 2 Blurry Imaging
* 9 Dispense Surface Area ( this could also be caused by the spots not being perfectly dispensed)

!image-20251204-153743.png|width=782,alt=""image-20251204-153743.png""!

After SME review, 44 sensors have been failed after SME review. 24 sensors have been passed for the next manufacturing step.","Z32A-550

Z32A-551","|| ||*Sensor ID*||*Failure Mode*||
|Z32A-550|Z32A-550-A2|Fibre|
| |Z32A-550-A5|Lumps|
| |Z32A-550-B2|Fibre|
| |Z32A-550-B7|Poor Dispense|
| |Z32A-550-B8|Poor Dispense|
| |Z32A-550-C1|Fibre|
| |Z32A-550-C2|Poor Dispense|
| |Z32A-550-C3|Fibre|
| |Z32A-550-C5|Fibre|
| |Z32A-550-C7|No Osmium Dispensed|
| |Z32A-550-C8|Dispensed Surface Area|
| |Z32A-550-D4|Fibre|
| |Z32A-550-E1|Non-centralized Spots|
| |Z32A-550-E6|Coffee Rings|
| |Z32A-550-E8|Coffee Rings|
| |Z32A-550-F5|Blurry Imaging|
| |Z32A-550-F6|Blurry Imaging|
| |Z32A-550-F7|Dispensed Surface Area|
| |Z32A-550-F8|Spots on Dielectric|
|Z32A-551|Z32A-551-A1|Dispensed Surface Area|
| |Z32A-551-A2|Dispensed Surface Area|
| |Z32A-551-A8|Merging Spots|
| |Z32A-551-B1|Dispensed Surface Area|
| |Z32A-551-B4|Poor Dispense|
| |Z32A-551-B5|Poor Dispense|
| |Z32A-551-B7|Dispensed Surface Area|
| |Z32A-551-B8|Dispensed Surface Area|
| |Z32A-551-C3|Poor Dispense|
| |Z32A-551-C6|Poor Dispense|
| |Z32A-551-C8|Dispensed Surface Area|
| |Z32A-551-D5|Fibre|
| |Z32A-551-D6|Poor Dispense|
| |Z32A-551-D7|Poor Dispense|
| |Z32A-551-D8|Spots on Dielectric|
| |Z32A-551-E6|Spots on Dielectric|
| |Z32A-551-E8|Dispensed Surface Area|
| |Z32A-551-F5|Spots on Dielectric|
| |Z32A-551-F7|Spots on Dielectric|
| |Z32A-551-F8|Fibre|
| |Z32A-550-D8|SME Override to Fail|
| |Z32A-550-E7|SME Override to Fail|
| |Z32A-551-B6|SME Override to Fail|
| |Z32A-551-C2|SME Override to Fail|
| |Z32A-551-D2|SME Override to Fail|",
QAG - Wearable Line - Dispense,QAG-442,34418,LN-Q00176,Grace Chappell Facuse,712020:5316c26f-e0cc-4781-9709-8feff95c3e02,Release,04/Dec/25 2:56 PM,23.0,2.0,"{{2025-12-04}} Waiting SME review, 3 sensors were failed and 3 raised for SME review. After SME review will proceed to failure analysis 

!image-20251204-172357.png|width=782,alt=""image-20251204-172357.png""!

After the SME review, only two sensors will fail. Sensors flagged as SME review have been passed and sensor Z32A-534-B4 has been moved from failed to pass",Z32A-534,"||*Sensor ID*||*Failure Mode*||
|Z32A-534-A3|Fibre|
|Z32A-534-A8|Poor Dispense|

SME Review:

|Z32A-534-B7|
|Z32A-534-B8|

Decision: PASS",
QAG - Wearable Line - Dispense,QAG-441,34415,LN-Q00174,Grace Chappell Facuse,712020:5316c26f-e0cc-4781-9709-8feff95c3e02,Release,04/Dec/25 2:39 PM,19.0,4.0,"{{2025-12-04}} First review of the QAG 7 fails mostly failed by fibres and some poor dispense. Waiting on SME review to give final failure analysis. 

!image-20251204-171913.png|width=782,alt=""image-20251204-171913.png""!

After SME Review 3 sensors were moved from failed to pass

|Z32A-534-E8|
|Z32A-534-F8|
|Z32A-534-F5|",Z32A-534,"||*Sensor ID*||*Failure Modes*||
|Z32A-534-D5|Fibre|
|Z32A-534-D7|Fibre|
|Z32A-534-D8|Merging Spots|
|Z32A-534-F4|Fibre|",
QAG - Wearable Line - Final Inspection,QAG-440,34406,LN-C00460 Make up Qty Z31T,Grace Chappell Facuse,712020:5316c26f-e0cc-4781-9709-8feff95c3e02,Release,04/Dec/25 10:34 AM,10.0,1.0,9 Make up sensors were already approved by Ines. ,"Z31T-475

Z31T-482",* Z31T-482-F4: fibre on base of needle,
QAG - Wearable Line - Final Inspection,QAG-439,34399,LN-C00437 Make up Qty,Grace Chappell Facuse,712020:5316c26f-e0cc-4781-9709-8feff95c3e02,Release,04/Dec/25 10:18 AM,1.0,0.0,"This sensor has been approved 

Z31U-492-F3",Z31U-492,None,
QAG - Wearable Line - Final Inspection,QAG-438,34398,LN-C00431 Make up Qty,Grace Chappell Facuse,712020:5316c26f-e0cc-4781-9709-8feff95c3e02,Release,04/Dec/25 9:48 AM,3.0,0.0,Make up quantity for Z31U for Ines external insertion build,"Z31U-487

Z31U-488",None,
QAG - Wearable Line - QA Release,QAG-437,34327,LN-D00048,Grace Chappell Facuse,712020:5316c26f-e0cc-4781-9709-8feff95c3e02,Release,03/Dec/25 11:00 AM,23.0,2.0,"20 Sensors were handed over to [~accountid:712020:cb35fd5a-b660-44f6-9982-51ff7b0709d1] for clinical trials. Sensor reports were signed by James Barazesh and Chris Davis. 23 sensors were initially passed, [~accountid:712020:5316c26f-e0cc-4781-9709-8feff95c3e02]  failed 2 during sensor report revision as 1 had a fibre on the needle and 1 was missing FI images. 

* Z32A-542-B1
* Z32A-543-E6 

One more sensor could not be handed over as it did not return with the sterilization

* Z32A-543-D4","Z32A-542

Z32A-543",,
